Draft,Bwc_most_infl,Bwc_least_infl,Bwc_avg,Email_count_most_infl,Email_count_least_infl,Email_count_avg,Age_most_infl,Age_least_infl,Age_avg,Total_authors,In_top10,In_next20,Draft_published_most_infl,Draft_published_least_infl,Draft_published_avg,Areas_most_infl,Areas_least_infl,Areas_avg,Mlist_count_most_infl,Mlist_count_least_infl,Mlist_count_avg,cisco,huawei,ericsson,nokia,juniper,nortel,microsoft,sun,at&t,china mobile,alcatel-lucent,nec,comcast,google,ibm,alcatel,mit,uc3m,france,tsinghua university
draft-newman-auth-scram-gs2,0.1999,0.0,0.067,2546,304,956.333,11.5,15.5,11.167,3,1,0,1,1,1.0,8,6,1.0,47,31,28.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-sidr-delta-protocol,0.0008,0.0,0.0,142,1,81.75,24.0,4.5,10.0,4,0,0,1,1,1.0,5,1,1.0,7,1,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-sipping-uri-services,0.2548,0.1345,0.195,1039,778,908.5,20.0,7.5,13.75,2,2,0,1,1,1.0,7,4,1.0,25,15,20.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-idr-bgp-multisession,0.1121,0.0002,0.053,510,3,228.667,19.5,0.0,8.5,3,2,0,1,1,1.0,5,1,1.0,25,1,12.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-chen-isis-rfc5316bis,0.0369,0.0,0.022,620,0,478.0,21.5,11.5,14.5,4,3,0,1,1,1.0,8,0,1.0,18,0,18.75,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-deng-tsvwg-qoe-evaluation-has,0.0,0.0,0.0,3,3,3.0,0.0,0.0,0.0,2,0,0,1,1,1.0,1,1,1.0,1,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-drinks-sppp-over-soap,0.0132,0.0,0.007,210,5,107.5,6.0,0.0,3.0,2,1,0,1,0,0.5,3,1,0.5,5,1,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-montenegro-hybi-upgrade-hello-handshake,0.0583,0.0413,0.05,737,236,486.5,16.5,16.0,16.25,2,2,0,1,1,1.0,2,4,1.0,3,17,10.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-rtgyangdt-rtgwg-ni-model,0.2456,0.0123,0.106,1761,227,895.75,19.5,15.0,16.875,4,4,0,1,1,1.0,7,5,1.0,52,20,32.25,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-dhc-dhcpv6-yang,0.0418,0.0,0.012,243,12,72.25,8.5,3.0,8.25,6,1,1,1,1,1.0,6,1,1.0,20,2,6.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
draft-jenkins-mpls-mpls-tp-requirements,0.0304,0.0015,0.014,176,208,157.5,7.5,7.0,8.375,4,3,0,1,1,0.75,3,2,0.75,13,8,9.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
draft-ruellan-reference-set-definition,0.0059,0.0,0.003,84,0,42.0,1.0,-5.0,-2.0,6,0,1,1,1,1.0,1,0,1.0,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-contreras-pim-multiple-upstreams-reqs,0.0138,0.0008,0.007,290,117,203.5,11.0,5.5,8.25,2,1,0,1,0,0.5,8,6,0.5,20,18,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
draft-ietf-idr-operational-message,0.1488,0.0009,0.052,1007,50,388.0,11.0,3.5,5.833,3,1,1,1,1,1.0,8,3,1.0,36,7,17.333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-keranen-core-too-many-reqs,0.0219,0.0219,0.022,438,438,438.0,10.5,10.5,10.5,1,1,0,1,1,1.0,7,7,1.0,20,20,20.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-paws-protocol,0.0228,0.0001,0.01,173,41,122.6,2.5,10.0,8.8,5,2,1,1,1,1.0,3,5,1.0,3,9,7.4,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
draft-ietf-ace-key-groupcomm,0.0097,0.0012,0.005,392,179,285.5,5.0,6.5,5.75,2,0,1,1,1,1.0,8,5,1.0,27,11,19.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-bernardos-dmm-pmipv6-dlif,0.03,0.0,0.011,277,2,104.5,14.0,5.0,11.0,5,2,0,1,1,1.0,6,2,1.0,23,2,11.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
draft-scudder-mpls-deprecate-bgp-entropy-label,0.1099,0.0288,0.069,518,197,357.5,21.5,13.5,17.5,2,2,0,1,1,1.0,5,5,1.0,28,19,23.5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-eggert-middlebox-control-survey,0.5376,0.0016,0.21,2565,77,752.0,5.5,2.5,4.7,5,3,1,1,1,1.0,11,3,1.0,66,5,27.6,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
draft-liu-t2trg-architecture-data-model,0.0048,0.0,0.002,220,0,110.0,7.0,-3.0,2.0,2,0,1,1,0,0.5,8,0,0.5,31,0,15.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
draft-ford-openpgp-format,0.0078,0.0078,0.008,88,88,88.0,12.5,12.5,12.5,1,1,0,0,0,0.0,4,4,0.0,8,8,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-yevstifeyev-view-source-uri,0.0493,0.0493,0.049,733,733,733.0,0.5,0.5,0.5,1,1,0,1,1,1.0,10,10,1.0,40,40,40.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-vyncke-vdv-v6ops-conf-stats,0.0081,0.0003,0.004,37,27,32.0,3.5,11.0,7.25,2,0,1,1,1,1.0,5,4,1.0,15,10,12.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-appsawg-http-problem,0.3805,0.0302,0.205,2829,328,1578.5,15.5,14.0,14.75,2,2,0,1,1,1.0,10,6,1.0,50,17,33.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-peon-pinner-quic-abstractions,0.0126,0.0004,0.006,445,130,287.5,8.0,5.0,6.5,2,1,0,1,1,1.0,4,1,1.0,5,1,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-blanchet-precis-problem-statement,0.0832,0.0832,0.083,327,327,327.0,13.5,13.5,13.5,1,1,0,1,1,1.0,8,8,1.0,40,40,40.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-zheng-ccamp-gmpls-g709v5-fwk,0.0772,0.0,0.02,656,69,239.667,8.5,10.0,11.417,6,2,1,1,1,1.0,5,3,1.0,29,7,14.667,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
draft-douglass-calendar-extension,0.0145,0.0145,0.015,41,41,41.0,11.5,11.5,11.5,1,1,0,1,1,1.0,3,3,1.0,8,8,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-l3vpn-legacy-rtc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-fu-softwire-dslite-mib,0.0027,0.0,0.001,111,23,144.0,1.5,1.5,2.25,4,0,1,1,1,1.0,3,2,1.0,5,5,10.5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
draft-nir-i2nsf-ipsec-dc-prof,0.3765,0.3765,0.377,1460,1460,1460.0,17.0,17.0,17.0,1,1,0,1,1,1.0,11,11,1.0,68,68,68.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-westerlund-avtcore-rtp-topologies-update,0.2912,0.0722,0.182,1793,511,1152.0,11.5,15.5,13.5,2,2,0,1,1,1.0,9,5,1.0,58,22,40.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-fu-sfc-transport-network-usecase,0.0295,0.0,0.011,448,5,175.4,11.0,2.0,5.2,6,2,0,1,1,1.0,6,2,1.0,20,2,14.0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
draft-vyncke-advanced-ipv6-security,0.095,0.0016,0.033,603,67,248.333,14.5,13.5,11.167,3,1,1,1,1,1.0,7,5,1.0,42,18,24.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-capport-api,0.0154,0.0,0.008,34,644,339.0,7.5,5.0,6.25,2,1,0,1,1,1.0,4,10,1.0,16,47,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-radext-extended-attributes,0.165,0.0115,0.088,1182,345,763.5,16.5,6.0,11.25,3,2,0,1,1,1.0,8,7,1.0,26,14,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-moore-exclusionary-language,0.0567,0.0567,0.057,910,910,910.0,29.5,29.5,29.5,1,1,0,1,1,1.0,7,7,1.0,16,16,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-richardson-anima-ace-constrained-voucher,0.522,0.0233,0.207,3915,167,1596.667,22.5,6.5,12.5,3,3,0,1,1,1.0,10,7,1.0,109,23,52.667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-schuetze-json-hc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-appsawg-mime-default-charset,0.8824,0.2991,0.591,4825,2454,3639.5,10.5,14.5,12.5,2,2,0,1,1,1.0,8,10,1.0,47,74,60.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-sakura-6rd-datacenter,0.061,0.0062,0.034,571,81,326.0,15.0,2.5,8.75,3,1,1,1,1,1.0,7,4,1.0,37,15,26.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-dickson-idr-second-best-backup,0.0116,0.0116,0.012,255,255,255.0,0.5,0.5,0.5,1,0,1,0,0,0.0,5,5,0.0,11,11,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-kitten-rfc5653bis,0.0005,0.0,0.0,57,0,19.0,4.5,12.5,12.5,3,0,0,0,0,0.0,3,0,0.0,5,0,1.667,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
draft-saintandre-json-namespaces,1.0,0.0009,0.341,3450,51,1222.0,10.0,15.5,11.167,3,2,0,1,1,1.0,12,4,1.0,123,9,50.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-hollenbeck-rfc4930bis,0.0601,0.0601,0.06,439,439,439.0,10.5,10.5,10.5,1,1,0,1,1,1.0,9,9,1.0,34,34,34.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-hummen-hip-middle-puzzle,0.0,0.0,0.0,28,28,28.0,2.5,2.5,2.5,3,0,0,1,1,1.0,4,4,1.0,4,4,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-sidr-rpki-rtr-rfc6810-bis,0.2515,0.0008,0.126,1683,142,912.5,24.5,24.0,24.25,2,1,0,1,1,1.0,9,5,1.0,58,7,32.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-hildebrand-middlebox-erosion,0.0366,0.0298,0.033,805,427,616.0,11.0,16.0,13.5,2,2,0,1,0,0.5,7,4,0.5,40,9,24.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-mmusic-parallax-attribute,0.0,0.0,0.0,28,2,15.0,1.0,0.5,0.75,2,0,0,1,0,0.5,1,1,0.5,2,1,1.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-bfcpbis-sdp-ws-uri,0.0112,0.0076,0.009,321,369,345.0,7.0,7.0,7.0,2,2,0,1,1,1.0,10,6,1.0,32,17,24.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-bonica-l3vpn-orf-covering-prefixes,0.0761,0.0,0.027,656,18,442.714,14.0,2.0,9.214,7,4,1,1,1,1.0,9,1,1.0,46,8,21.857,1,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
draft-thomson-http-hx-uri,0.6237,0.6237,0.624,6295,6295,6295.0,13.5,13.5,13.5,1,1,0,1,1,1.0,10,10,1.0,88,88,88.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-sun-softwire-stateless-4over6,0.0192,0.0,0.003,368,12,75.429,5.5,2.5,2.857,7,1,0,1,1,0.714,8,4,0.714,19,7,6.714,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
draft-ietf-savi-wlan,0.0002,0.0,0.0,229,1,78.333,11.5,9.0,8.0,4,0,0,1,1,1.0,3,1,1.0,3,1,1.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
draft-templin-intarea-seal,0.1056,0.1056,0.106,1413,1413,1413.0,16.5,16.5,16.5,1,1,0,0,0,0.0,9,9,0.0,33,33,33.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-peterson-stir-cert-delegation,0.0135,0.0135,0.013,268,268,268.0,17.5,17.5,17.5,1,1,0,1,1,1.0,5,5,1.0,13,13,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-howard-rfc2307bis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-hayashi-supa-policy-model,0.0,0.0,0.0,2,6,4.0,3.0,11.0,7.0,2,0,0,1,1,1.0,1,1,1.0,1,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-uta-smtp-sts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-meyer-xmpp-e2e-encryption,0.3786,0.0,0.189,809,5,407.0,7.5,0.0,3.75,2,1,0,1,1,1.0,9,1,1.0,55,1,28.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-shalunov-ledbat-congestion,0.0613,0.0613,0.061,250,250,250.0,9.0,9.0,9.0,1,1,0,1,1,1.0,3,3,1.0,14,14,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-hares-i2rs-pbr-use-cases,0.0724,0.0251,0.053,307,167,295.0,23.5,13.5,16.5,3,3,0,0,1,0.667,8,6,0.667,31,17,25.333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-garcia-radext-radius-lorawan,0.0245,0.0,0.007,279,20,120.5,2.0,1.0,8.125,4,1,1,1,0,0.75,7,5,0.75,15,6,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-kim-rl-network,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-lsr-isis-flood-reflection,0.0586,0.0,0.014,795,3,246.8,23.0,5.5,14.0,5,1,2,1,1,1.0,9,1,1.0,42,1,19.4,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
draft-vcgtf-crypto-assets-exchange-security-considerations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-jenkins-jmapcalendars,0.0432,0.0432,0.043,281,281,281.0,2.5,2.5,2.5,1,1,0,1,1,1.0,3,3,1.0,6,6,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-morris-policy-cons,0.9879,0.0001,0.288,4118,17,1566.25,8.5,9.0,11.0,4,2,1,1,1,1.0,11,2,1.0,92,2,42.25,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-dunbar-so-mpls-detect-impair-mplsping,0.0001,0.0,0.0,19,35,54.667,5.0,2.0,4.333,4,0,0,1,1,1.0,2,3,1.0,5,7,8.667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
draft-boucadair-isis-v4v6-mi,0.01,0.0,0.004,112,30,62.5,5.5,8.5,6.25,4,0,3,1,1,1.0,6,2,1.0,13,5,9.75,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0
draft-ietf-drinks-spprov,0.038,0.0,0.013,261,5,129.5,9.0,0.0,4.125,4,2,0,1,0,0.75,6,1,0.75,21,1,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-chroboczek-homenet-babel-profile,0.0237,0.0237,0.024,824,824,824.0,16.5,16.5,16.5,1,1,0,1,1,1.0,6,6,1.0,17,17,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-schmertmann-dice-codtls,0.6355,0.0469,0.341,2461,248,1354.5,19.0,5.0,12.0,3,2,0,1,1,1.0,11,3,1.0,79,5,42.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-perc-dtls-tunnel,0.0051,0.0051,0.005,253,253,253.0,26.5,26.5,26.5,3,0,1,1,1,1.0,5,5,1.0,19,19,19.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-song-ippm-inband-e2e-rtt-measurement,0.1613,0.0109,0.086,1255,201,728.0,16.5,4.0,10.25,2,1,1,1,1,1.0,9,6,1.0,82,14,48.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-vb-openpgp-uri-attribute,0.0,0.0,0.0,26,26,26.0,0.0,0.0,0.0,1,0,0,1,1,1.0,1,1,1.0,2,2,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-an-fast-address-validation,0.0026,0.0,0.001,104,7,30.75,10.5,12.5,5.875,4,0,1,1,1,0.75,6,3,0.75,13,4,4.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-yan-ipwave-aggregation,0.0311,0.0009,0.012,596,47,228.667,18.5,13.5,13.667,5,1,1,0,1,0.667,8,4,0.667,15,8,10.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-v6ops-ipv6rtr-reqs,0.0177,0.0034,0.011,356,107,231.5,17.0,12.0,14.5,3,1,1,1,1,1.0,7,6,1.0,38,18,28.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
draft-mun-mipshop-emipv6-aaa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-linsner-geopriv-obo,0.0045,0.0045,0.004,470,470,470.0,5.0,5.0,5.0,2,0,1,1,1,1.0,4,4,1.0,6,6,6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-wu-opsawg-service-model-explained,0.3617,0.0335,0.159,2557,209,1316.667,16.0,13.0,13.167,3,3,0,1,1,1.0,12,7,1.0,132,35,75.0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-kahng-6lowpan-global-connectivity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-campagna-tls-hybrid-pq-kem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-cai-nfvrg-recursive-monitor,0.0,0.0,0.0,1,9,5.0,0.5,2.0,1.25,3,0,0,0,0,0.0,1,1,0.0,1,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-gudmundsson-life-of-dnskey,0.0561,0.0,0.028,456,7,231.5,11.5,6.5,9.0,2,1,0,1,1,1.0,7,3,1.0,14,4,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ymbk-rfd-usable,0.2505,0.0,0.054,1018,4,226.6,19.5,3.0,9.0,5,1,3,1,0,0.8,7,1,0.8,31,1,9.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-geopriv-deref-protocol,0.7386,0.0106,0.262,2959,427,1353.5,10.5,8.0,11.375,4,4,0,1,1,1.0,12,4,1.0,99,9,47.25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-cam-winget-sacm-information-model,0.0056,0.0003,0.003,131,44,87.5,10.5,2.5,6.5,2,0,1,1,1,1.0,6,2,1.0,13,2,7.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-kouvelas-lisp-rloc-membership,0.0017,0.0,0.0,41,5,14.0,17.5,17.0,11.6,6,0,1,1,1,0.8,4,1,0.8,8,1,2.6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-pradeep-kumar-xplorer-posvm,0.0,0.0,0.0,0,0,0.0,-1.5,-1.5,-1.5,1,0,0,1,1,1.0,0,0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-xjz-nfv-model-datamodel,0.0004,0.0004,0.0,174,63,118.5,5.5,5.0,5.25,3,0,0,1,1,1.0,3,4,1.0,11,15,13.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ravi-icnrg-ccn-forwarding-label,0.0144,0.0,0.007,116,1,58.5,4.5,0.5,2.5,3,1,0,1,1,1.0,2,1,1.0,3,1,2.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-kong-dnsop-dlvta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-johnston-sipping-batch-notify,0.027,0.027,0.027,217,217,217.0,10.0,10.0,10.0,2,1,0,1,1,1.0,7,7,1.0,20,20,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-hao-l2vpn-inter-nvo3-evpn,0.0155,0.0001,0.006,175,53,67.25,2.5,1.0,1.25,4,1,2,1,1,1.0,3,5,1.0,13,11,9.25,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
draft-hunt-oauth-scim-client-reg,0.0884,0.0049,0.04,665,75,358.667,7.5,9.0,8.0,4,2,1,1,1,1.0,3,2,1.0,11,3,11.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-chen-nvo3-flow-shunting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-dunbar-sfc-legacy-l4-l7-chain-architecture,0.3926,0.0083,0.13,1377,148,628.0,22.5,6.0,14.125,4,3,1,1,1,1.0,9,3,1.0,47,17,28.5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-chisholm-netconf-monitoring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-crocker-dnssec-algo-signal,0.012,0.0017,0.007,47,271,159.0,20.5,10.0,15.25,2,1,0,1,1,1.0,4,3,1.0,8,4,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-seantek-mail-regexen,0.0953,0.0168,0.055,847,485,642.333,9.0,15.0,14.833,3,3,0,1,1,1.0,6,9,1.0,48,37,43.333,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-calext-availability,0.0617,0.0145,0.038,551,41,296.0,19.0,11.5,15.25,2,2,0,1,1,1.0,5,3,1.0,30,8,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-raszuk-providers-policy-exit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-wijnands-mpls-mldp-multi-topology,0.0341,0.0,0.011,424,1,145.667,24.5,1.5,10.583,6,2,0,1,0,0.833,5,1,0.833,30,1,13.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-vanelburg-martini-friends,0.262,0.0,0.078,1387,0,677.143,10.5,7.5,9.429,8,3,2,1,1,1.0,6,0,1.0,43,0,17.429,0,0,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0
draft-ietf-ledbat-practices-recommendations,0.528,0.0,0.169,2534,6,829.8,17.0,1.5,9.3,5,4,0,1,1,1.0,11,2,1.0,63,2,27.6,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
draft-pascual-p2psip-clients,0.0206,0.0,0.006,82,121,119.25,1.5,0.5,2.375,5,1,1,1,0,0.75,4,4,0.75,5,8,6.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-thubert-roll-dao-projection,0.1279,0.0,0.064,2030,1,1015.5,13.5,1.5,7.5,2,1,0,1,1,1.0,7,1,1.0,38,1,19.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-hunt-oauth-client-association,0.0884,0.0274,0.058,665,336,500.5,7.5,8.0,7.75,2,2,0,1,1,1.0,3,3,1.0,11,19,15.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-thaler-ip-model-evolution,0.0317,0.0317,0.032,204,204,204.0,11.0,11.0,11.0,1,1,0,1,1,1.0,6,6,1.0,25,25,25.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-gp-l2tpext-sbfd-discriminator,0.0609,0.0004,0.031,684,77,380.5,10.0,1.5,5.75,2,1,0,1,1,1.0,9,2,1.0,44,7,25.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-seantek-text-markdown-use-cases,0.0266,0.0266,0.027,263,263,263.0,5.0,5.0,5.0,1,1,0,1,1,1.0,5,5,1.0,15,15,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
